GPH_code,GPH_name,continent,wikidata,wikidata_alt1,wikidata_alt2,wikidata_alt3,Notes
331,San Marino,Europe,Q238,,,,
332,Modena,Europe,https://www.wikidata.org/wiki/Q252580,,,,
335,Parma,Europe,http://www.wikidata.org/entity/Q2683,,,,
336,Lucca,Europe,http://www.wikidata.org/entity/Q13373,,,,
337,Tuscany,Europe,http://www.wikidata.org/entity/Q1273,,,,
338,Malta,Europe,http://www.wikidata.org/entity/Q233,,,,
339,Albania,Europe,http://www.wikidata.org/entity/Q222,,,,
341,Montenegro,Europe,Q236,,,,
343,Macedonia Former Yugoslav Republic of,Europe,https://www.wikidata.org/wiki/Q240592,,,,
344,Croatia,Europe,http://www.wikidata.org/entity/Q224,,,,
345,Yugoslavia/Serbia,Europe,Q241748,,,,
346,Bosnia-Herzegovina,Europe,http://www.wikidata.org/entity/Q225,,,,
347,Kosovo,Europe,Q1246,,,,
349,Slovenia,Europe,Q215,,,,
350,Greece,Europe,http://www.wikidata.org/entity/Q41,,,,
351,Crete,Europe,http://www.wikidata.org/entity/Q34374,,,,
352,Cyprus,Europe,http://www.wikidata.org/entity/Q229,,,,
355,Bulgaria,Europe,http://www.wikidata.org/entity/Q219,,,,
359,Moldova (Bessarabia) (MoldavianRepublic),Europe,Q217,,,,
360,Romania,Europe,http://www.wikidata.org/entity/Q218,,,,
365,Russia/USSR,Europe,https://www.wikidata.org/wiki/Q159,,,,
366,Estonia,Europe,http://www.wikidata.org/entity/Q191,,,,
367,Latvia,Europe,http://www.wikidata.org/entity/Q211,,,,
368,Lithuania,Europe,http://www.wikidata.org/entity/Q37,,,,
369,Ukraine,Europe,http://www.wikidata.org/entity/Q212,,,,
370,Byelorussia (Belarus),Europe,Q184,,,,
371,Armenia,Europe,http://www.wikidata.org/entity/Q399,,,,
372,Georgia,Europe,http://www.wikidata.org/entity/Q230,,,,
373,Azerbaijan,Europe,Q227,,,,
374,Transcaucasia,Europe,Q330756,,,,
375,Finland,Europe,http://www.wikidata.org/entity/Q33,,,,
376,Chechen-Ingush Republic,Europe,Q1148929,,,,
380,Sweden,Europe,http://www.wikidata.org/entity/Q34,,,,
385,Norway,Europe,http://www.wikidata.org/entity/Q20,,,,
390,Denmark,Europe,http://www.wikidata.org/entity/Q35,,,,
395,Iceland,Europe,http://www.wikidata.org/entity/Q189,,,,
400,Azores (Western Isles),,,,https://www.wikidata.org/wiki/Q899706,,
401,Madeira Isles,,,,,,
402,Cape Verde,Africa,http://www.wikidata.org/entity/Q1011,,,,
403,Sao Tome-Principe,Africa,https://www.wikidata.org/wiki/Q1039,,,,
404,Guinea-Bissau (Portuguese Guinea),Africa,,,,,
410,Canary Island,Africa,http://www.wikidata.org/entity/Q5813,,,,
411,Equatorial Guinea (Spanish Guinea),Africa,,,,,
412,Rio Muni,Africa,Q845368,,,,
413,Fernando Po (Bioko),Africa,https://www.wikidata.org/wiki/Q205022,,,,
420,Gambia,Africa,http://www.wikidata.org/entity/Q1005,,,,
430,French West Africa,Africa,http://www.wikidata.org/entity/Q210682,,,,
431,Mali Federation,Africa,Q216632,,,,
432,Mali (French Sudan) (Upper Senegal and Niger),Africa,,,,,
433,Senegal,Africa,http://www.wikidata.org/entity/Q1041,,,,
434,Benin (Dahomey),Africa,https://www.wikidata.org/wiki/Q962,,,,
435,Mauritania,Africa,Q1025,,,,
436,Niger,Africa,http://www.wikidata.org/entity/Q1032,,,,
437,Ivory Coast,Africa,http://www.wikidata.org/entity/Q1008,,,,
438,Guinea (French Guinea) (Rivieres du Sud),Africa,,,,,
439,Burkina Faso (Upper Volta),Africa,Q965,,,,
450,Liberia,Africa,http://www.wikidata.org/entity/Q1014,,,,
451,Sierra Leone,Africa,http://www.wikidata.org/entity/Q1044,,,,
452,Ghana (Gold Coast),Africa,https://www.wikidata.org/wiki/Q117,,,,
460,German Togoland,Africa,,,,,
461,Togo (French Togoland),Africa,,,,,
462,British Togoland,Africa,Q797527,,,,
470,Kamerun,Africa,http://www.wikidata.org/entity/Q668294,,,,
471,Cameroun (French Cameroons),Africa,,,,,
472,British Cameroons,Africa,,,,,
475,Nigeria,Africa,http://www.wikidata.org/entity/Q1033,,,,
480,French Equatorial Africa,Africa,,,,,
481,Gabon,Africa,http://www.wikidata.org/entity/Q1000,,,,
482,Central African Republic,Africa,Q929,,,,
483,Chad,Africa,Q657,,,,
484,Congo (Brazzaville) (French Congo) (Middle Congo),Africa,,,,,
490,Zaire (Kinshasa) (Belgian Congo),Africa,https://www.wikidata.org/wiki/Q974,,,,
500,Uganda,Africa,Q1036,,,,
501,Kenya (British East Africa Protectorate),Africa,,,,,
510,Tanzania (Tanganyika) (German East Africa),Africa,,,,,
511,Zanzibar,Africa,http://www.wikidata.org/entity/Q1774,,,,
515,Rwanda-Urundi,Africa,,,,,
516,Burundi,Africa,Q967,,,,
517,Rwanda,Africa,Q1037,,,,
520,Somalia,Africa,https://www.wikidata.org/wiki/Q1045,,,,
521,Somaliland Republic (British Somaliland),Africa,Q34754,,,,
522,Djibouti (Afar and Issas) (French Somaliland),Africa,Q977,,,,
530,Ethiopia (Abyssinia),Africa,https://www.wikidata.org/wiki/Q115,,,,
531,Eritrea,Africa,http://www.wikidata.org/entity/Q986,,,,
540,Angola,Africa,http://www.wikidata.org/entity/Q916,,,,
541,Mozambique,Africa,http://www.wikidata.org/entity/Q1029,,,,
550,Federation of Rhodesia and Nyasaland,Africa,Q654342,,,,
551,Zambia (Northern Rhodesia),Africa,Q953,,,,
552,Zimbabwe (Rhodesia) (Southern Rhodesia),Africa,Q954,,,,
553,Malawi (Nyasaland) (British Central Africa Protectorate),Africa,Q1020,,,,
560,South Africa,Africa,http://www.wikidata.org/entity/Q258,,,,
561,Cape Colony,Africa,http://www.wikidata.org/entity/Q370736,,,,
562,Natal,Africa,https://www.wikidata.org/wiki/Q1301901,,,,
563,Transvaal,Africa,https://www.wikidata.org/wiki/Q190959,,,,
564,Orange Free State (Orange River Colony),Africa,,,,,
565,South West Africa (German West Africa) (Namibia),Africa,,,,,
566,Transkei,Africa,Q466551,,,,
567,Bophuthatswana,Africa,Q158236,,,,
568,Venda,Africa,Q848668,,,,
569,Ciskei,Africa,Q379042,,,,
570,Lesotho (Basutoland),Africa,,,,,
571,Botswana (Bechuanaland),Africa,https://www.wikidata.org/wiki/Q963,,,,
572,Swaziland,Africa,http://www.wikidata.org/entity/Q1050,,,,
580,Malagasy Republic (Madagascar),Africa,https://www.wikidata.org/wiki/Q1019,,,,
581,Comoros,Africa,http://www.wikidata.org/entity/Q970,,,,
585,Reunion,Africa,http://www.wikidata.org/entity/Q17070,,,,
590,Mauritius,Africa,http://www.wikidata.org/entity/Q1027,,,,
591,Seychelles,Africa,http://www.wikidata.org/entity/Q1042,,,,
600,Morocco,Africa,http://www.wikidata.org/entity/Q1028,,,,
601,Tangier,Africa,http://www.wikidata.org/entity/Q126148,,,,
602,Spanish Morocco,Africa,https://www.wikidata.org/wiki/Q457242,,,,
605,Ifni,Africa,Q763141,,,,
609,Sahrawi Arab Democratic Republic (Western Sahara) (Spanish Sahara),Africa,Q40362,,,,
610,Spanish West Africa,Africa,,,,,
615,Algeria,Africa,http://www.wikidata.org/entity/Q262,,,,
616,Tunisia,Africa,http://www.wikidata.org/entity/Q948,,,,
620,"Libya (Tripolitania, Cyrenaica, Fezzan)",Africa,,,,,
625,Sudan (Anglo-Egyptian),Africa,,,,,
626,South Sudan,Africa,Q958,,,,
630,Iran (Persia),Asia,https://www.wikidata.org/wiki/Q794,,,,
640,Turkey,Asia,http://www.wikidata.org/entity/Q43,,,,
645,Iraq (Mesopotamia),Asia,https://www.wikidata.org/wiki/Q796,,,,
651,Egypt Arab Republic (Egypt),Asia,,,,,
652,Syria,Asia,http://www.wikidata.org/entity/Q858,,,,
660,Lebanon,Asia,http://www.wikidata.org/entity/Q822,,,,
663,Jordan (Transjordan),Asia,,,,,
665,Palestine,Asia,http://www.wikidata.org/entity/Q219060,,,,
666,Israel,Asia,http://www.wikidata.org/entity/Q801,,,,
670,Saudi Arabia (Nejd Wahabbid Empire),Asia,,,,,
671,Hejaz Sultanate,Asia,https://www.wikidata.org/wiki/Q956357,,,,
672,Asir,Asia,https://www.wikidata.org/wiki/Q779855,https://www.wikidata.org/wiki/Q1656908,,,
673,Al Hasa,Asia,https://www.wikidata.org/wiki/Q4702167,,,,
674,Jabal Shammar,Asia,https://www.wikidata.org/wiki/Q5362837,,,,
678,Yemen Arab Republic (North Yemen) (Kingdom of Yemen),Asia,https://www.wikidata.org/wiki/Q1998401,https://www.wikidata.org/wiki/Q580188,https://www.wikidata.org/wiki/Q267584,,
679,Yemen,Asia,https://www.wikidata.org/wiki/Q199841,,,,
680,Yemen People's Republic (South Yemen),Asia,https://www.wikidata.org/wiki/Q199841,,,,
681,Aden,Asia,http://www.wikidata.org/entity/Q131694,,,,
682,Aden Protectorate,Asia,https://www.wikidata.org/wiki/Q1865132,,,,
690,Kuwait,Asia,http://www.wikidata.org/entity/Q817,,,,
692,Bahrain,Asia,http://www.wikidata.org/entity/Q398,,,,
694,Qatar,Asia,https://www.wikidata.org/wiki/Q846,,,,
696,United Arab Emirates (Trucial Oman),Asia,https://www.wikidata.org/wiki/Q1852345,,,,
698,Oman (Muscat and Oman),Asia,https://www.wikidata.org/wiki/Q842,,,,
700,Afghanistan,Asia,http://www.wikidata.org/entity/Q889,,,,
701,Turkmenistan,Asia,https://www.wikidata.org/wiki/Q874,,,,
702,Tajikistan,Asia,https://www.wikidata.org/wiki/Q863,,,,
703,Kyrgyzstan,Asia,http://www.wikidata.org/entity/Q813,,,,
704,Uzbekistan,Asia,http://www.wikidata.org/entity/Q265,,,,
705,Kazakhstan,Asia,https://www.wikidata.org/wiki/Q232,,,,
710,China (People's Republic of China),Asia,https://www.wikidata.org/wiki/Q148,,,,
711,Manchukuo,Asia,http://www.wikidata.org/entity/Q30623,,,,
712,Mongolia,Asia,http://www.wikidata.org/entity/Q711,,,,
713,Republic of China (Taiwan) (Formosa),Asia,https://www.wikidata.org/wiki/Q865,,,,
720,Hong Kong,Asia,http://www.wikidata.org/entity/Q8646,,,,
721,Macao,Asia,http://www.wikidata.org/entity/Q14773,,,,
730,Korea (Chosen),Asia,https://www.wikidata.org/wiki/Q28179,https://www.wikidata.org/wiki/Q503585,,,
731,North Korea (Democratic People's Republic of Korea),Asia,https://www.wikidata.org/wiki/Q423,,,,
732,South Korea (Republic of South Korea),Asia,https://www.wikidata.org/wiki/Q884,,,,
735,Far Eastern Republic,Asia,http://www.wikidata.org/entity/Q61292,,,,
740,Japan,Asia,http://www.wikidata.org/entity/Q17,,,,
741,Ryukyu Is.,Asia,https://www.wikidata.org/wiki/Q10905515,,,,
750,India,Asia,http://www.wikidata.org/entity/Q668,,,,
751,French India,Asia,http://www.wikidata.org/entity/Q646374,,,,
752,"Portuguese India (incl. Goa, Diu, Daman)",Asia,https://www.wikidata.org/wiki/Q323904,,,,
760,Bhutan,Asia,http://www.wikidata.org/entity/Q917,,,,
761,Sikkim,Asia,https://www.wikidata.org/wiki/Q3960459,https://www.wikidata.org/wiki/Q1505,,,
770,Pakistan,Asia,http://www.wikidata.org/entity/Q843,,,,
771,Bangladesh,Asia,https://www.wikidata.org/wiki/Q902,,,,
775,Burma (Myanmar),Asia,https://www.wikidata.org/wiki/Q836,,,,
780,Sri Lanka (Ceylon),Asia,https://www.wikidata.org/wiki/Q854,,,,
781,Maldive Islands,Asia,http://www.wikidata.org/entity/Q17044696,,,,
790,Nepal,Asia,http://www.wikidata.org/entity/Q837,,,,
800,Thailand (Siam),Asia,https://www.wikidata.org/wiki/Q869,,,,
810,French Indochina,Asia,https://www.wikidata.org/wiki/Q185682,,,,
811,Kampuchea (Cambodia),Asia,https://www.wikidata.org/wiki/Q424,,,,
812,Laos,Asia,https://www.wikidata.org/wiki/Q819,,,,
815,Vietnam,Asia,http://www.wikidata.org/entity/Q881,,,,
816,"Vietnam, Democratic Rep.",Asia,https://www.wikidata.org/wiki/Q172640,,,,
817,Republic of Vietnam,Asia,https://www.wikidata.org/wiki/Q180573,,,,
820,Malaysia (Malaya),Asia,https://www.wikidata.org/wiki/Q833,,,,
821,Federated Malay States,Asia,https://www.wikidata.org/wiki/Q1400154,,,,
823,Sabah (North Borneo),Asia,https://www.wikidata.org/wiki/Q179029,,,,
824,Sarawak,Asia,http://www.wikidata.org/entity/Q170462,,,,
827,Straits Settlements,Asia,https://www.wikidata.org/wiki/Q376178,,,,
830,Singapore,Asia,http://www.wikidata.org/entity/Q334,,,,
835,Brunei,Asia,http://www.wikidata.org/entity/Q921,,,,
840,Philippines,Asia,http://www.wikidata.org/entity/Q928,,,,
850,Indonesia (Dutch East Indies),Asia,https://www.wikidata.org/wiki/Q188161,,,,
851,West Irian (Dutch New Guinea),Asia,https://www.wikidata.org/wiki/Q941881,,,,
860,East Timor (Portuguese Timor),Asia,https://www.wikidata.org/wiki/Q142965,https://www.wikidata.org/wiki/Q574,,,
900,Australia,Oceania,http://www.wikidata.org/entity/Q408,,,,
901,New South Wales,Oceania,http://www.wikidata.org/entity/Q3224,,,,
902,Western Australia,Oceania,http://www.wikidata.org/entity/Q3206,,,,
903,South Australia,Oceania,http://www.wikidata.org/entity/Q35715,,,,
904,Victoria,Oceania,http://www.wikidata.org/entity/Q36687,,,,
905,Queensland,Oceania,http://www.wikidata.org/entity/Q36074,,,,
906,Tasmania,Oceania,http://www.wikidata.org/entity/Q34366,,,,
910,Papua New Guinea,Oceania,http://www.wikidata.org/entity/Q691,,,,
911,Papua,Oceania,http://www.wikidata.org/entity/Q5095,,,,
912,New Guinea (German New Guinea) (Kaiser Wilhelmsland),Oceania,https://www.wikidata.org/wiki/Q691017,https://www.wikidata.org/wiki/Q165008,,,
920,New Zealand,Oceania,http://www.wikidata.org/entity/Q664,,,,
925,Cook Is.,Oceania,https://www.wikidata.org/wiki/Q26988,,,,
930,New Caledonia and Dependencies,Oceania,https://www.wikidata.org/wiki/Q33788,,,,
935,New Hebrides,Oceania,http://www.wikidata.org/entity/Q752431,,,,
940,Solomon Islands,Oceania,http://www.wikidata.org/entity/Q685,,,,
945,Gilbert and Ellice Is.,Oceania,https://www.wikidata.org/wiki/Q1050859,,,,
946,Kiribati,Oceania,http://www.wikidata.org/entity/Q710,,,,
947,Tuvalu,Oceania,https://www.wikidata.org/wiki/Q672,,,,
950,Fiji,Oceania,http://www.wikidata.org/entity/Q712,,,,
955,Tonga,Oceania,http://www.wikidata.org/entity/Q678,,,,
960,French Polynesia,Oceania,http://www.wikidata.org/entity/Q30971,,,,
970,Nauru,Oceania,http://www.wikidata.org/entity/Q697,,,,
980,U. S. Pacific Trust Territories,Oceania,https://www.wikidata.org/wiki/Q129237,,,,
983,Marshall Is.,Oceania,https://www.wikidata.org/wiki/Q709,,,,
984,Northern Marianas Is.,Oceania,https://www.wikidata.org/wiki/Q16644,,,,
985,Guam,Oceania,http://www.wikidata.org/entity/Q16635,,,,
986,Palau,Oceania,http://www.wikidata.org/entity/Q695,,,,
987,Federated States of Micronesia,Oceania,https://www.wikidata.org/wiki/Q702,,,,
990,Western Samoa,Oceania,http://www.wikidata.org/entity/Q683,,,,
991,American Samoa,Oceania,http://www.wikidata.org/entity/Q16641,,,,
1001,States of America,America,https://www.wikidata.org/wiki/Q214102,,,,
1002,Confederate States of America,America,https://www.wikidata.org/wiki/Q81931,,,,
1003,Attu and Kiska,America,https://www.wikidata.org/wiki/Q119285,,,,
1004,North Carolina,America,https://www.wikidata.org/wiki/Q1454,,,,
1005,Virginia,America,https://www.wikidata.org/wiki/Q1370,,,,
1006,Tennessee,America,https://www.wikidata.org/wiki/Q1509,,,,
1007,Arkansas,America,https://www.wikidata.org/wiki/Q1612,,,,
1008,Florida,America,https://www.wikidata.org/wiki/Q812,,,,
1009,South Carolina (Palmetto Republic),America,https://www.wikidata.org/wiki/Q7566712,https://www.wikidata.org/wiki/Q1456,,,
1010,Georgia (U.S.),America,https://www.wikidata.org/wiki/Q1428,,,,
1011,Alabama,America,https://www.wikidata.org/wiki/Q173,,,,
1012,Mississippi,America,https://www.wikidata.org/wiki/Q1494,,,,
1013,Louisiana,America,https://www.wikidata.org/wiki/Q1588,,,,
1014,California (Great Bear Republic),America,https://www.wikidata.org/wiki/Q17557,,,,
1015,Cherokee,America,,https://www.wikidata.org/wiki/Q14708404,,,
1016,Oregon Country,America,http://www.wikidata.org/entity/Q388164,,,,
1017,Eastern Greenland,America,https://www.wikidata.org/wiki/Q14205239,,,,
1018,U.S. Leased Bases in Newfoundland,America,,,,,
1019,Rupert's Land,America,http://www.wikidata.org/entity/Q738395,,,,
1020,San Juan Island,America,https://www.wikidata.org/wiki/Q1935888,,,,
1021,Cape Breton I.,America,https://www.wikidata.org/wiki/Q188489,,,,
1022,Nova Scotia,America,http://www.wikidata.org/entity/Q1952,,,,
1023,New Brunswick,America,http://www.wikidata.org/entity/Q1965,,,,
1024,Prince Edward Is.,America,https://www.wikidata.org/wiki/Q1979,,,,
1025,Quebec (Lower Canada),America,https://www.wikidata.org/wiki/Q176,,,,
1026,Ontario (Upper Canada),America,"https://www.wikidata.org/wiki/Q1904
",,,,
1027,British Columbia,America,http://www.wikidata.org/entity/Q1974,,,,
1028,Vancouver,America,http://www.wikidata.org/entity/Q24639,,,,
1029,St. Pierre and Miquelon,America,http://www.wikidata.org/entity/Q34617,,,,
1030,U.S. Leased Bases in Bermuda,America,https://www.wikidata.org/wiki/Q23635,,,,
1031,Mayaguana,America,https://www.wikidata.org/wiki/Q1540098,,,,
1032,Turks and Caicos Is.,America,https://www.wikidata.org/wiki/Q18221,,,,
1033,Cayman Island,America,http://www.wikidata.org/entity/Q5785,,,,
1040,Guantanamo,America,https://www.wikidata.org/wiki/Q208035,https://www.wikidata.org/wiki/Q115319,,,
1041,North Haiti,America,https://www.wikidata.org/wiki/Q1472105,https://www.wikidata.org/wiki/Q943932,,,
1044,Navassa I.,America,https://www.wikidata.org/wiki/Q25359,,,,
1049,Tobago,America,http://www.wikidata.org/entity/Q185111,,,,
1051,U.S. Leased Bases in Jamaica,America,,https://www.wikidata.org/wiki/Q7921943,,,
1052,U.S. Leased Bases in Trinidad,America,,https://www.wikidata.org/wiki/Q844799,,,
1055,Windward Is.,America,https://www.wikidata.org/wiki/Q2660774,,,,
1056,Gros Islet Bay,America,https://www.wikidata.org/wiki/Q953557,,,,
1058,Barbuda,America,https://www.wikidata.org/wiki/Q238752,,,,
1059,U.S. Leased Bases in Antigua,America,https://www.wikidata.org/wiki/Q316390,,,,
1061,British Virgin Is.,America,https://www.wikidata.org/wiki/Q25305,,,,
1062,Anguilla,America,https://www.wikidata.org/wiki/Q25228,,,,
1063,Leeward Is.,America,https://www.wikidata.org/wiki/Q1796551,,,,
1064,St. Barthelemy,America,http://www.wikidata.org/entity/Q25362,,,,
1065,Curacao,America,http://www.wikidata.org/entity/Q25279,,,,
1066,Bonaire,America,http://www.wikidata.org/entity/Q25396,,,,
1067,Saba,America,https://www.wikidata.org/wiki/Q25528,,,,
1068,Sint Eustatius,America,http://www.wikidata.org/entity/Q26180,,,,
1069,Aruba,America,http://www.wikidata.org/entity/Q21203,,,,
1070,Viceroyalty of New Spain,America,https://www.wikidata.org/wiki/Q170603,,,,
1071,Yucatan,America,https://www.wikidata.org/wiki/Q60176,,,,
1072,Revillagigedo Is,America,https://www.wikidata.org/wiki/Q849318,,,,
1073,Sint Maarten,America,https://www.wikidata.org/wiki/Q26273,,,,
1074,Dutch Windward Is.,America,https://www.wikidata.org/wiki/Q3277444,,,,
1075,St. Kitts,America,http://www.wikidata.org/entity/Q204989,,,,
1076,Nevis,America,http://www.wikidata.org/entity/Q207794,,,,
1077,St. Martin,America,https://www.wikidata.org/wiki/Q126125,,,,
1081,Mosquito Coast,America,https://www.wikidata.org/wiki/Q1165546,,,,
1082,Bay Is.,America,https://www.wikidata.org/wiki/Q3593570,,,,
1087,Swan Is.,America,https://www.wikidata.org/wiki/Q1547671,,,,
